question_id,exam_id,question,delivery_mode,requirement,source_pdf,source_sha256,tags,pattern_ids,simulator_status,hardware_status,physical_status
E2026-02-03-A2-Q2,E2026-02-03-A2,Q2,C + ASM call,"Read the potentiometer with ADC, show its high eight bits on LEDs, and invoke the encoder from KEY1 with the required debounce behavior.",Exams/Exam 03.02.2026/20260203_ARM_2.pdf,ecc909cda345d5f4bbd6c6978f0417a8921c5647290b8feaadba497438a44829,abi:nonleaf;board:adc;board:dac;board:gpio;risk:irq-shared-state;state:debounce,PAT-AAPCS-NONLEAF-001;PAT-ADC-SAMPLE-001;PAT-DAC-STREAM-001;PAT-GPIO-EVENT-001;PAT-STATE-IRQ-HANDOFF-001;PAT-STATE-DEBOUNCE-001,COMPILE_ONLY,COMPILE_ONLY,PHYSICAL_BOARD_NOT_TESTED
E2026-02-03-A3-Q1,E2026-02-03-A3,Q1,ASM,"Fill a word array with the Recaman sequence, selecting subtraction only when positive and not already present, otherwise addition.",Exams/Exam 03.02.2026/20260203_ARM_3.pdf,3b7d7638803bf8e8c0329eca34265667b4df7ad4c19a500b45b0e1566074d46b,abi:nonleaf;alg:recurrence;flow:nested-loop;mem:word-array;risk:stack-alignment,PAT-AAPCS-NONLEAF-001;PAT-ALG-RECURRENCE-001;PAT-FLOW-NESTED-LOOP-001;PAT-MEM-WORD-ARRAY-001;PAT-AAPCS-STACK-SAFETY-001,COMPILE_ONLY,COMPILE_ONLY,PHYSICAL_BOARD_NOT_TESTED
E2026-02-03-A3-Q2,E2026-02-03-A3,Q2,C + ASM call,"Read/display ADC data, use KEY2 to generate the sequence, and use a two-second timer to display sequence values on LEDs.",Exams/Exam 03.02.2026/20260203_ARM_3.pdf,3b7d7638803bf8e8c0329eca34265667b4df7ad4c19a500b45b0e1566074d46b,alg:recurrence;board:adc;board:dac;board:gpio;board:timer;cpu:flags;mem:word-array;risk:irq-shared-state;state:event-loop;timing:periodic,PAT-ALG-RECURRENCE-001;PAT-ADC-SAMPLE-001;PAT-DAC-STREAM-001;PAT-GPIO-EVENT-001;PAT-TIMER-OWNERSHIP-001;PAT-CPU-FLAGS-001;PAT-MEM-WORD-ARRAY-001;PAT-STATE-IRQ-HANDOFF-001;PAT-STATE-EVENT-LOOP-001;PAT-TIMER-PERIODIC-001,COMPILE_ONLY,COMPILE_ONLY,PHYSICAL_BOARD_NOT_TESTED
E2026-02-18-A1-Q1,E2026-02-18-A1,Q1,ASM,Generate the iterative Hofstadter Q sequence in a word array and return or track the required maximum while handling early indices safely.,Exams/Exam 18.02.2026/20260218_ARM_1.pdf,0ef4f9295c4d1d486e29a037ebdd0f159208e131d2fa26ce3723b223b0887fa2,abi:nonleaf;alg:recurrence;mem:word-array;risk:stack-alignment;timing:free-running,PAT-AAPCS-NONLEAF-001;PAT-ALG-RECURRENCE-001;PAT-MEM-WORD-ARRAY-001;PAT-AAPCS-STACK-SAFETY-001;PAT-TIMER-FREE-RUNNING-001,COMPILE_ONLY,COMPILE_ONLY,PHYSICAL_BOARD_NOT_TESTED
E2026-02-18-A1-Q2,E2026-02-18-A1,Q2,C + ASM call,"Coordinate three timers for A/B/C states, stream SinTable[45] through the DAC, use a 50 ms scheduler tick, compute frequency/duration values, and track whether each timer is running.",Exams/Exam 18.02.2026/20260218_ARM_1.pdf,0ef4f9295c4d1d486e29a037ebdd0f159208e131d2fa26ce3723b223b0887fa2,abi:nonleaf;alg:frequency-count;board:adc;board:dac;board:gpio;board:timer;risk:irq-shared-state;risk:vector-ownership;state:event-loop;timing:periodic,PAT-AAPCS-NONLEAF-001;PAT-ALG-FREQUENCY-COUNT-001;PAT-ADC-SAMPLE-001;PAT-DAC-STREAM-001;PAT-GPIO-EVENT-001;PAT-TIMER-OWNERSHIP-001;PAT-STATE-IRQ-HANDOFF-001;PAT-TIMER-VECTOR-OWNERSHIP-001;PAT-STATE-EVENT-LOOP-001;PAT-TIMER-PERIODIC-001,COMPILE_ONLY,COMPILE_ONLY,PHYSICAL_BOARD_NOT_TESTED
E2026-02-18-A2-Q1,E2026-02-18-A2,Q1,ASM,"Generate the Hofstadter-Conway variant iteratively in a word array with correct seeds, recurrence-derived indexes and requested aggregate/result.",Exams/Exam 18.02.2026/20260218_ARM_2.pdf,4dfecf2ee5556c9aa2b55184743e35fad063e50c0960233a80f5404312d458ea,abi:nonleaf;alg:recurrence;mem:matrix-row-major;mem:word-array;risk:stack-alignment;timing:free-running,PAT-AAPCS-NONLEAF-001;PAT-ALG-RECURRENCE-001;PAT-MEM-MATRIX-ROW-MAJOR-001;PAT-MEM-WORD-ARRAY-001;PAT-AAPCS-STACK-SAFETY-001;PAT-TIMER-FREE-RUNNING-001,COMPILE_ONLY,COMPILE_ONLY,PHYSICAL_BOARD_NOT_TESTED
E2026-02-18-A2-Q2,E2026-02-18-A2,Q2,C + ASM call,"Implement the three-timer, DAC and 50 ms scheduling variant, including frequency/duration calculations and explicit running/stopped states.",Exams/Exam 18.02.2026/20260218_ARM_2.pdf,4dfecf2ee5556c9aa2b55184743e35fad063e50c0960233a80f5404312d458ea,abi:nonleaf;alg:frequency-count;board:adc;board:dac;board:timer;cpu:flags;mem:matrix-row-major;risk:irq-shared-state;state:event-loop;timing:periodic,PAT-AAPCS-NONLEAF-001;PAT-ALG-FREQUENCY-COUNT-001;PAT-ADC-SAMPLE-001;PAT-DAC-STREAM-001;PAT-TIMER-OWNERSHIP-001;PAT-CPU-FLAGS-001;PAT-MEM-MATRIX-ROW-MAJOR-001;PAT-STATE-IRQ-HANDOFF-001;PAT-STATE-EVENT-LOOP-001;PAT-TIMER-PERIODIC-001,COMPILE_ONLY,COMPILE_ONLY,PHYSICAL_BOARD_NOT_TESTED
E2026-06-25-B1-Q1,E2026-06-25-B1,Q1,ASM,"Implement BullsAndCows over four word arrays, count exact matches and frequency-based partial matches, and return the encoded result.",Exams/Exam 25.06.2206/20260625_ARM_1.pdf,a3f7eaca07f96a281382237948255abc1fadcfd2a3502d2e4d604921128fa2a8,abi:four-register-args;alg:frequency-count;board:adc;mem:matrix-row-major;mem:word-array;risk:stack-alignment,PAT-AAPCS-FOUR-ARGS-001;PAT-ALG-FREQUENCY-COUNT-001;PAT-ADC-SAMPLE-001;PAT-MEM-MATRIX-ROW-MAJOR-001;PAT-MEM-WORD-ARRAY-001;PAT-AAPCS-STACK-SAFETY-001,COMPILE_ONLY,COMPILE_ONLY,PHYSICAL_BOARD_NOT_TESTED
E2026-06-25-B1-Q2,E2026-06-25-B1,Q2,C + ASM call,"Build a debounced joystick-driven Bulls and Cows game, seed a four-digit secret from a free-running timer, show the guess and encoded result on LEDs, and retain the secret across guesses.",Exams/Exam 25.06.2206/20260625_ARM_1.pdf,a3f7eaca07f96a281382237948255abc1fadcfd2a3502d2e4d604921128fa2a8,abi:nonleaf;alg:frequency-count;board:adc;board:gpio;board:joystick;board:timer;mem:matrix-row-major;risk:irq-shared-state;state:debounce;state:event-loop;timing:free-running;timing:periodic,PAT-AAPCS-NONLEAF-001;PAT-ALG-FREQUENCY-COUNT-001;PAT-ADC-SAMPLE-001;PAT-GPIO-EVENT-001;PAT-GPIO-JOYSTICK-001;PAT-TIMER-OWNERSHIP-001;PAT-MEM-MATRIX-ROW-MAJOR-001;PAT-STATE-IRQ-HANDOFF-001;PAT-STATE-DEBOUNCE-001;PAT-STATE-EVENT-LOOP-001;PAT-TIMER-FREE-RUNNING-001;PAT-TIMER-PERIODIC-001,COMPILE_ONLY,COMPILE_ONLY,PHYSICAL_BOARD_NOT_TESTED
E2026-06-25-B2-Q1,E2026-06-25-B2,Q1,ASM,"Implement Mastermind over four word arrays, mark exact matches, find unmatched partial matches with a nested search and break, and return the encoded result.",Exams/Exam 25.06.2206/20260625_ARM_2.pdf,b643106147d4a20efe44ea7d6d39f1ec8dfc44d76d1625114779893efacb7124,abi:four-register-args;alg:frequency-count;flow:early-break;flow:nested-loop;mem:word-array;risk:stack-alignment;timing:periodic,PAT-AAPCS-FOUR-ARGS-001;PAT-ALG-FREQUENCY-COUNT-001;PAT-FLOW-EARLY-BREAK-001;PAT-FLOW-NESTED-LOOP-001;PAT-MEM-WORD-ARRAY-001;PAT-AAPCS-STACK-SAFETY-001;PAT-TIMER-PERIODIC-001,COMPILE_ONLY,COMPILE_ONLY,PHYSICAL_BOARD_NOT_TESTED
E2026-06-25-B2-Q2,E2026-06-25-B2,Q2,C + ASM call,"Build the corresponding debounced joystick-driven Mastermind game with timer-derived secret, per-digit LED fields, repeated guesses and encoded result display.",Exams/Exam 25.06.2206/20260625_ARM_2.pdf,b643106147d4a20efe44ea7d6d39f1ec8dfc44d76d1625114779893efacb7124,abi:nonleaf;alg:frequency-count;board:gpio;board:joystick;board:timer;risk:irq-shared-state;state:debounce;state:event-loop;timing:free-running;timing:periodic,PAT-AAPCS-NONLEAF-001;PAT-ALG-FREQUENCY-COUNT-001;PAT-GPIO-EVENT-001;PAT-GPIO-JOYSTICK-001;PAT-TIMER-OWNERSHIP-001;PAT-STATE-IRQ-HANDOFF-001;PAT-STATE-DEBOUNCE-001;PAT-STATE-EVENT-LOOP-001;PAT-TIMER-FREE-RUNNING-001;PAT-TIMER-PERIODIC-001,COMPILE_ONLY,COMPILE_ONLY,PHYSICAL_BOARD_NOT_TESTED
